premio_effet_anno_incorso,eta_polizza,bonus_malus
336.1302,10,1B
335.80386,7,1B
353.39,7,1F
403.39,8,1G
443.22,7,1F
279.1197,11,1F
312.4711,12,1G
328.39505,7,1H
444.21,5,1F
462.09,6,1G
482.01,7,1H
470.8233,9,02
448.3487,10,01
469.0388,7,1A
553.8728,12,1B
681.5328,13,1A
815.0915,14,01
472.72,6,1B
484.51,7,1C
504.43,7,1D
436.7715,7,1F
478.2187,8,1G
489.94805999999994,7,1H
316.107,12,1F
354.3097,13,1G
354.19208,7,1H
262.86,8,1F
272.34,9,1G
284.94,10,1H
310.54400000000004,8,1E
347.9528,9,1F
357.12473,10,1G
249.17,8,1F
286.56,9,1G
297.13,10,1H
542.614,7,07
564.5878,8,06
674.94305,9,08
306.13,6,1F
318.32,7,1G
334.99,7,1H
402.88,7,01
413.04,8,1A
423.21,7,1B
333.37,9,1C
350.0,10,1B
357.32,7,1C
315.6641,8,1F
327.8593,9,1G
335.6598,7,1H
462.1198,10,1D
462.1198,11,1E
483.61972000000003,7,1F
584.0924,9,1B
598.7081,10,1C
597.3448,7,1D
630.0613,10,04
645.501,11,03
675.7339999999999,12,02
144.26,22,1F
165.8,23,1G
172.71,7,1H
313.0067,5,1F
360.1601,6,1G
359.81042,7,1G
530.0277,10,03
519.2024,11,02
543.1165,12,01
413.67,10,04
413.67,11,03
423.83,12,02
471.12,6,03
482.92,7,02
482.92,7,02
399.38,8,1E
415.23,9,1F
432.31,7,1G
382.57,7,1F
416.31,8,1G
433.39,7,1H
413.7613,7,1F
443.8476,7,1G
443.4167,7,1G
296.1608,9,1F
357.9472,10,1G
367.0443,11,1H
394.49,9,1F
410.35,10,1G
427.42,7,1H
484.5841,9,03
484.5841,10,02
504.4261,11,01
500.3431,9,1E
520.6856,10,1F
546.4504400000001,11,1G
437.59,8,01
439.61,9,1A
501.41,6,01
290.2224,8,1F
299.9984,9,1G
310.4596,10,1H
446.3056,7,05
434.9176,8,04
495.48407000000003,9,06
321.1104,7,1C
319.488,8,1D
330.57653999999997,9,1E
326.8096,17,02
339.8096,18,01
353.11163,19,1A
606.0444,5,09
630.4668,6,08
645.6935,7,07
303.64,6,1F
310.15,7,1G
324.78,8,1H
266.6361,8,1F
306.4662,7,1G
321.61395,8,1H
235.0254,8,1F
244.7898,9,1G
255.0994,7,1H
474.9742,9,02
298.0,7,1E
316.69,7,1F
332.95,8,1G
343.7419,7,02
352.6823,7,01
370.21362,8,1A
269.9,15,1D
267.05,16,1E
279.66,7,1F
443.95,9,1C
454.93,10,1D
454.93,7,1E
313.75,10,1B
330.83,11,1C
370.66,7,1B
386.79,7,01
396.55,8,1A
413.21,9,1B
395.42,15,1A
405.18,16,1B
422.25,7,1C
450.73800000000006,13,01
462.1104,14,1A
475.82864000000006,15,1B
233.0,10,1F
241.28,11,1G
250.63,7,1H
373.1208,10,1E
387.7744,11,1F
402.977,12,1G
609.23,10,05
624.27,11,04
624.27,7,04
683.1681,5,09
683.1681,6,09
326.3555,15,1F
339.3644,16,1G
356.09573,7,1H
405.82,5,1A
429.4173,6,1B
446.85355,7,1C
415.88,14,02
426.45,15,01
437.02,7,1A
361.37,9,1F
404.87,10,1G
424.79,11,1H
600.444,8,06
589.8776,9,05
610.96875,10,04
458.9832,7,1A
461.4272,8,1B
478.24832000000004,9,1C
282.05,7,1E
293.43,8,1F
308.47,9,1G
463.4032,7,1D
466.6688,8,1E
471.3849,9,1F
355.1496,7,01
364.0936,8,1A
377.11823,9,1B
447.668,11,1F
465.5664,12,1G
460.64215,13,1G
287.79,7,1F
299.17,8,1G
282.92,9,1H
262.33,7,1F
284.69,8,1G
284.69,9,1G
235.73,5,1E
245.08,6,1F
257.68,7,1G
341.8688,6,1F
353.2464,7,1G
365.5934,8,1H
266.18,6,1F
269.03,7,1G
269.03,8,1G
322.7711,6,1B
330.8875,7,1C
344.3857,7,1D
351.3536,12,1D
387.9289,13,1C
402.15378,14,1D
378.526,9,1F
393.1328,7,1G
412.2793,8,1H
279.67,7,1F
291.05,7,1G
275.21,8,1H
542.614,6,08
556.0548,7,07
525.10516,8,06
361.6124,12,1B
376.2487,13,1C
395.38297,7,1D
336.11,5,1E
334.89,6,1F
350.75,7,1G
241.08,8,1F
269.94,9,1G
283.76,7,1H
409.73400000000004,7,02
410.5374,8,01
429.63837,9,1A
373.59,8,02
356.92,9,01
373.59,7,1A
435.75,20,04
446.73,21,03
467.87,7,02
575.63,5,09
598.8,6,08
611.41,7,07
289.7802,8,1E
317.4357,9,1F
330.12377999999995,7,1G
256.94,7,1F
295.55,8,1G
310.59,7,1H
199.19,15,1F
207.32,16,1G
207.32,7,1G
370.5425,5,01
364.8672,6,1A
381.5532,7,1B
300.84,9,1F
337.02,7,1G
354.08,7,1H
244.5426,9,1F
254.30700000000002,7,1G
267.06665,7,1H
432.11,10,1A
434.15,11,1B
477.23,12,1A
274.23,12,1F
308.37,13,1G
291.71,14,1H
449.6774,7,1F
475.7055,7,1G
495.5458,7,1H
319.3515,16,1B
332.3604,17,1C
349.08826,18,1D
264.35,6,1F
296.06,7,1G
311.1,7,1H
617.8661,8,04
617.8661,9,03
648.93884,7,02
276.3902,10,1F
309.7313,11,1G
292.38007000000005,6,1H
409.5795,12,1F
409.5795,13,1G
428.6814,14,1H
368.1426,6,02
357.5645,7,01
374.27817000000005,8,1A
249.4351,13,1E
260.7857,14,1F
272.72617,15,1G
378.7104,8,04
365.6912,9,03
382.39697,6,02
395.55,7,1E
399.21,8,1F
417.91,6,1G
334.7912,5,1E
347.7795,6,1F
362.07422,7,1G
473.6867,7,1C
492.3915,7,1D
512.2259,7,1E
240.31,10,1F
250.07,11,1G
263.07,7,1H
508.923,5,03
521.9113,6,02
521.4046,7,02
350.3864,9,1F
364.1976,10,1G
378.83664,11,1H
221.67,8,1F
221.67,9,1F
221.67,10,1F
534.6421,8,1E
531.377,9,1F
550.3503400000001,7,1G
314.6856,9,1E
308.9897,10,1F
320.04987,7,1G
385.6629,8,1F
401.1129,9,1G
417.81516,7,1H
347.0997,7,1F
359.3052,8,1G
371.94235,9,1H
424.566,18,1B
418.8598,19,1C
434.72162000000003,20,1D
351.4463,8,1F
365.2689,9,1G
380.34927000000005,7,1H
419.9619,7,1E
437.0187,8,1F
455.29135,7,1G
534.4155,7,07
518.9655,8,06
542.81805,9,05
271.12,8,1D
282.09,9,1E
278.85,10,1F
422.5312,6,1B
417.6432,7,1C
432.52985,8,1D
342.26,6,1F
356.08,7,1G
351.61,8,1H
233.33,10,1E
242.68,11,1F
254.87,12,1G
330.8669,8,1F
370.69699999999995,9,1G
370.3371,10,1G
252.8032,5,1E
262.5676,6,1F
275.31924,7,1G
244.6868,13,1F
274.7628,14,1G
287.5026,7,1H
246.3245,9,1F
256.9026,10,1G
268.83655,7,1H
339.0039,9,1E
360.1395,7,1F
378.4559,7,1G
401.4631,15,06
496.5836,16,08
519.6553,17,07
435.35,6,05
446.32,7,04
469.09,8,03
380.45,5,03
368.25,6,02
382.07,7,01
281.9648,9,1F
294.1432,10,1G
304.73834,11,1H
909.8711,5,10
388.5881,6,05
366.6388,7,04
383.34366,7,03
343.0856,6,1A
338.208,7,1B
350.69347999999997,8,1C
348.98,6,1D
343.89,7,1E
360.15,8,1F
552.3684,5,09
566.191,6,08
579.4299,7,07
351.76,7,1F
405.77,8,1E
424.87,9,1F
261.7472,7,1C
268.2576,8,1D
265.42026,9,1D
275.0203,11,1F
284.7641,12,1G
295.06573,7,1H
428.0,14,1D
427.89,7,1E
444.15,7,1F
345.22,9,03
359.04,10,02
374.08,7,01
467.24,8,02
465.41,9,01
482.89,7,1A
273.27,14,1D
282.93,15,1E
293.5,16,1F
563.1,12,05
577.26,13,04
601.66,14,03
389.46,8,1F
404.91,9,1G
422.0,10,1H
272.53,11,1F
283.51,12,1G
318.87,13,1F
984.0414,5,11
638.188,7,04
625.9928,8,03
654.61896,7,02
425.1634,8,03
435.7415,7,02
454.0051,7,01
768.0813,5,11
768.0813,6,10
798.20557,7,09
600.8093,9,03
615.4456,10,02
640.84064,7,01
284.53,9,1F
295.91,10,1G
308.51,7,1H
508.28,7,1B
520.88,7,1C
533.89,8,1D
417.05,15,1B
427.62,16,1C
445.11,7,1D
277.2039,13,1F
310.545,14,1G
323.2295,7,1H
547.54,10,08
562.58,11,07
583.32,12,06
345.4984,8,1A
330.8656,9,1B
339.42593,10,1C
390.2288,8,1F
436.54,9,1G
404.6131,10,1H
341.43199999999996,8,1B
340.6208,9,1C
349.06766,10,1D
316.2328,8,1D
324.3656,9,1E
300.82816,10,1F
477.2144,7,06
495.9136,8,05
510.77502000000004,9,04
326.0,6,1D
319.9,7,1E
331.69,8,1F
307.24,8,1F
344.23,9,1G
358.46,10,1H
303.64,6,1F
315.83,7,1G
328.84,8,1H
386.56,10,1B
396.32,11,1C
396.32,12,1C
351.9984,8,1E
381.264,9,1F
392.52234,10,1G
425.59,8,1D
470.71,9,1E
420.32,10,1F
541.35,7,07
548.46,8,06
574.1,9,05
378.7104,7,1F
394.1604,8,1G
412.47463999999997,9,1H
458.93,6,1F
504.08,7,1G
469.99,7,1H
291.7784,7,1F
335.67699999999996,8,1G
352.4222,9,1H
582.774,10,03
597.4,11,02
618.748,12,01
251.9998,9,1F
272.3423,10,1G
281.8225,6,1H
396.7457,12,02
390.2258,13,01
404.46902,6,1A
520.4680000000001,14,1D
523.7336,15,1E
537.48785,16,1F
452.87,6,1F
471.16,7,1G
490.67,7,1H
209.26,7,07
569.0880000000001,9,05
582.8888,10,04
598.4561,11,03
294.7,7,1D
304.86,8,1E
316.24,9,1F
751.9928,6,07
726.804,7,06
745.66486,8,05
400.6082,7,1C
394.902,8,1D
409.1407,9,1E
229.63,16,1D
237.76,17,1E
249.14,18,1F
304.05,9,1E
317.46,10,1F
325.59,11,1G
321.8132,7,1F
360.0056,8,1G
373.47556000000003,9,1H
381.9858,7,04
393.35699999999997,8,03
411.66174,9,02
309.927,10,1E
367.6585,11,1F
381.12102999999996,12,1G
376.259,15,1A
372.1905,16,1B
385.64862,17,1C
149.44,7,1F
209.42,8,1G
219.18,9,1H
321.2982,7,1E
359.5215,8,1F
377.8591,9,1G
399.55,7,03
415.41,8,02
436.55,9,01
526.5463,2,1A
404.05,2,01
420.31,3,1A
397.55,4,1B
392.6463,11,1A
379.6477,12,1B
379.2791,13,1B
455.9913,12,1E
474.2635,13,1F
493.66275,14,1G
543.56,7,08
556.97,8,07
580.55,9,06
294.79,7,1E
304.86,8,1F
316.24,9,1G
241.25,7,1F
251.01,8,1G
251.01,9,1G
367.0199,7,1F
410.9082,8,1G
427.57007000000004,9,1H
289.65,7,1F
333.14,8,1G
346.96,9,1H
361.1695,7,1F
412.3914,8,1G
453.42886,9,1F
469.4019,6,01
458.0204,7,1A
478.70108,8,1B
297.51,7,01
327.17,8,03
343.03,9,02
334.89,7,1F
348.31,8,1G
366.6,9,1H
466.19,10,1E
466.19,11,1F
490.58,12,1G
268.71,20,1F
279.28,21,1G
293.91,22,1H
480.82,18,1A
374.45,7,1D
362.13,8,1E
362.13,9,1E
354.06,9,05
330.07,10,04
345.91,11,03
274.03,8,1D
291.03,9,1E
304.86,10,1F
369.3271,12,1A
413.2463,13,1B
454.26232999999996,14,1A
636.22,9,08
667.87,10,10
769.9,11,12
467.7848,7,1F
514.1245,8,1G
526.6422,9,1H
684.5174,7,10
701.5742,8,09
729.3552,9,08
235.29,4,1E
260.55,5,1F
273.15,6,1G
382.65,12,1D
372.34,13,1E
390.23,14,1F
255.85,8,1C
252.01,9,1D
277.22,6,1C
586.7909999999999,16,1E
633.1204,17,1F
665.0015,18,1G
450.8825,7,1E
497.2325,8,1F
520.2727,9,1G
308.1142,7,1F
359.3258,8,1G
373.57846,9,1H
668.0374,7,07
685.1148,8,06
819.2898,9,08
364.7848,7,01
379.4314,8,1A
394.48773,9,1B
374.64,7,1F
419.76,8,1G
436.84,9,1H
477.5286,7,1D
475.0772,8,1E
492.4897,9,1F
496.7484,7,04
492.6696,8,03
510.04443,9,02
418.6,8,1B
460.47,9,1A
480.0,10,1B
442.8485,7,1C
460.7499,8,1D
478.95834,9,1E
265.27,7,1F
305.11,8,1G
282.76,9,1H
397.0238,7,1E
395.3861,8,1F
409.6346,9,1G
425.1634,6,06
430.0559,7,05
445.89658,8,04
495.43,7,07
507.6355,8,06
507.14264000000003,9,06
503.5052,7,1B
505.9463,8,1C
542.01544,9,1B
435.44,7,1A
446.42,8,1B
465.12,9,1C
347.06,18,1D
345.71,19,1E
361.98,20,1F
179.31,7,1E
581.88,6,08
544.84,7,07
565.19,8,06
417.76,6,03
397.03,7,02
412.07,8,01
288.0,7,1F
305.07,8,1G
305.07,9,1G
845.26,7,10
879.0,8,09
879.0,9,09
298.09,7,1F
309.89,8,1G
322.89,9,1H
346.95,7,1E
346.95,8,1E
346.95,9,1E
342.8046,7,1F
389.134,8,1G
388.7459,9,1H
495.89,7,1B
506.46,8,1C
530.45,9,1D
346.3272,14,1E
392.6669,15,1F
402.0303,16,1G
456.44,7,1B
474.73,8,1C
494.65,9,1D
363.4561,6,1F
441.8803,7,1E
462.56638,8,1F
318.9189,6,1F
365.2689,7,1G
383.6215,8,1H
290.357,6,1F
325.3049,7,1G
337.99564,8,1H
437.9284,9,03
454.9944,10,02
472.81174000000004,11,01
260.98,6,1F
269.9,7,1G
282.5,8,1H
352.6617,13,1B
366.4843,14,1C
380.75057999999996,15,1D
366.7,6,02
361.83,7,01
375.65,8,1A
334.38,6,1A
323.22,7,1B
335.41,8,1C
320.68,6,1F
394.31,7,1E
408.95,8,1F
729.8271,7,1F
776.1565,8,1G
775.40295,9,1G
258.85,6,1F
312.76,7,1G
319.27,8,1H
404.0,6,1F
412.54,7,1G
432.05,8,1H
483.2657,6,04
469.4534,7,03
486.05844,8,02
447.45,10,1D
437.38,11,1E
458.11,12,1F
271.34,7,1E
517.4308,6,1B
512.5383,7,1C
531.52997,8,1D
338.2314,6,1F
352.0437,7,1G
351.7019,8,1G
357.0804,6,1F
396.1071,7,1G
403.83105,8,1H
408.3641,6,1D
396.9723,7,1E
404.716,8,1F
407.5504,6,1F
422.19699999999995,7,1G
430.7188,8,1H
344.55,6,1E
358.37,7,1F
373.41,8,1G
248.745,6,1F
278.82099999999997,7,1G
289.11813,8,1H
339.7867,10,1A
353.6093,11,1B
371.1397,12,1C
545.98,6,05
532.42,7,04
552.75,8,03
410.9082,6,01
402.7815,7,1A
417.81516,8,1B
315.63,6,1D
315.63,7,1D
439.36,6,1E
451.6,7,1F
468.27,8,1G
346.11,6,1F
377.16,7,1G
410.49,8,1F
455.6102,6,03
437.7294,7,02
437.3044,8,02
247.097,6,1A
247.9313,7,1B
259.05075,8,1C
328.3125,6,1F
347.00699999999995,7,1G
353.9657,8,1H
225.1683,6,1F
230.8642,7,1G
230.64006,8,1G
421.86,6,04
410.55,7,03
410.55,8,03
363.6106,9,1B
372.5407,10,1C
398.99475,11,1B
281.87,6,1C
293.43,7,1D
304.4,8,1E
648.4262,6,05
664.6899,7,04
698.1456,8,03
408.9203,6,1F
470.71,7,1G
490.5449,8,1H
623.9328,6,06
639.3725,7,05
662.3055400000001,8,04
364.12,15,1E
378.84,16,1F
386.97,17,1G
240.02,6,1F
260.75,7,1G
270.51,8,1H
343.79,11,1E
357.61,12,1F
371.03,13,1G
511.07,6,08
523.67,7,07
523.67,8,07
464.7051,6,1D
463.0674,7,1E
479.67865,8,1F
399.82,6,1D
440.87,7,1E
451.85,8,1F
276.4726,6,1F
312.2445,7,1G
311.94135,8,1G
294.1268,6,1F
338.0357,7,1G
354.75802999999996,8,1H
364.0638,6,1F
415.2857,7,1G
434.38205,8,1H
391.66,11,1B
401.41,12,1C
418.08,13,1D
382.74800000000005,12,1B
392.5021,13,1C
408.36893,14,1D
586.0082,6,1D
600.6239,7,1E
625.2307,8,1F
415.4093,6,1F
461.7387,7,1G
481.5926,8,1H
302.4698,10,1E
332.5355,11,1F
339.53912,12,1G
343.7831,6,1C
357.616,7,1D
357.2688,8,1D
279.3463,6,1E
312.6874,7,1F
320.49234,8,1G
256.05,13,1F
276.78,14,1G
289.79,7,1H
510.89,5,06
509.37,6,05
528.07,7,04
395.4479,8,03
410.8876,9,02
495.7722,7,04
399.66,7,1F
415.51,7,1G
432.58,7,1H
717.8791,12,04
735.7599,13,03
765.895,7,02
317.43,5,1F
330.04,6,1G
347.11,7,1H
334.51,5,02
343.04,6,01
360.94,7,1A
416.63,5,1E
427.19,6,1F
426.8,7,1G
329.63,5,1F
337.76,6,1G
337.36,7,1H
410.3314,10,1B
401.5249,11,1C
419.82172,12,1D
278.2,10,1E
283.98,11,1F
297.39,6,1G
302.46,13,1F
314.65,14,1G
330.51,6,1H
544.64,8,05
535.93,9,04
561.13,6,03
808.2822,5,11
337.55,6,1D
391.21,7,1E
409.51,8,1F
520.3869,7,03
510.6431,8,02
533.7011,9,01
460.1834,8,1F
483.9249,9,1G
503.77783,10,1H
369.4095,9,1A
384.0355,10,1B
399.92084,7,1C
447.741,6,1F
465.6321,7,1G
465.18002,8,1H
711.61,4,07
695.92,5,06
695.92,6,06
516.8643,14,1E
563.2040000000001,15,1F
585.3981,6,1G
545.4983,7,06
559.3312,8,05
581.4981700000001,9,04
420.2091,14,1C
404.7694,15,1D
418.9985,16,1E
344.0,6,1D
357.8,7,1E
372.44,7,1F
288.07,9,1F
299.43,7,1G
311.63,7,1H
318.1567,8,1F
337.6855,9,1G
351.15656,7,1H
340.22,10,1F
353.63,11,1G
371.51,7,1H
352.8,5,1F
361.75,6,1G
361.35,7,1H
541.8109,5,05
555.6232,6,04
583.5253,7,03
362.8999,11,1C
362.0862,12,1D
369.06113,6,1E
491.32,7,06
503.51,7,05
524.65,7,04
336.05,8,1F
361.66,7,1G
376.7,7,1H
277.03,17,1C
274.49,18,1D
285.06,19,1E
256.31,6,1F
274.15,7,1G
274.15,6,1G
412.27,8,1A
405.98,9,1B
421.42,6,1C
418.7465,15,1D
422.0013,16,1E
421.59157999999996,6,1E
270.01,14,1F
291.61,15,1G
302.59,7,1H
339.5292,6,1D
356.6066,7,1E
369.25665,6,1F
342.5059,12,1B
342.5059,13,1C
355.14905,14,1D
397.44,6,1F
409.72,7,1G
424.79,7,1H
419.4057,8,1D
423.4742,9,1E
438.47747999999996,7,1F
418.24,8,1D
412.15,9,1E
428.0,10,1F
553.0585,7,07
553.0585,7,06
559.02484,6,05
383.4072,14,1F
390.7099,15,1G
398.45966,6,1H
361.2519,13,1F
402.6991,14,1G
418.55602999999996,15,1H
289.34,6,1D
297.93,7,1E
308.91,8,1F
298.7206,6,1F
335.3268,7,1G
347.16402999999997,7,1H
414.4823,7,1F
445.3823,8,1G
461.1978,6,1H
290.5836,5,1E
301.9651,6,1F
313.0424,7,1G
306.9709,9,1E
344.3599,10,1F
357.01153999999997,6,1G
576.3983,4,10
548.9694,5,09
569.56177,6,08
170.7019,10,1F
191.0238,11,1G
195.7158,7,1H
351.87,7,1A
406.026,10,1B
406.026,11,1C
413.7506,6,1D
561.6899,6,03
544.6228,7,02
564.39624,6,01
422.7223,7,1B
404.0278,8,1C
411.76465,6,1D
474.58,4,1B
473.97,5,1C
483.72,6,1D
405.5007,7,1F
429.098,8,1G
428.6814,6,1G
254.7,6,1F
264.86,7,1G
264.86,6,1H
246.8,8,1F
254.08,9,1G
263.83,10,1H
248.94,9,1D
245.49,10,1E
254.84,6,1F
305.1169,6,1D
314.8813,7,1E
326.76923,6,1F
529.1419,4,10
512.9091,5,09
531.8901,6,08
276.56,6,1D
281.43,7,1E
292.0,6,1F
405.69,8,1B
405.85,9,1C
421.3,6,1D
685.51,5,08
702.57,6,07
731.43,7,06
346.12,11,1E
388.39,7,1F
404.25,7,1G
396.54,8,1F
408.98,9,1G
424.02,6,1H
253.98,7,1F
268.54,8,1G
278.7,6,1H
569.3016,11,1E
592.3942,12,1F
616.2167,6,1G
289.27,10,1F
304.27,11,1G
315.67,6,1H
357.8632,7,01
372.4686,8,1A
385.88527999999997,6,1B
281.23,6,1F
290.81,7,1G
301.79,6,1H
453.8798,8,1F
495.3476,9,1G
515.1688,10,1H
288.4412,8,1F
331.5261,9,1G
348.27533,10,1H
533.1486,9,01
554.2945,10,1A
574.0688,11,1B
535.7,8,1E
557.26,9,1F
557.26,10,1F
284.48,8,1F
294.7,9,1G
308.93,10,1H
293.25,9,1D
304.85,10,1E
319.08,11,1F
325.8817,8,1F
359.2022,9,1G
372.6935,10,1H
399.8357,20,1B
431.5494,21,1C
447.36804000000006,22,1D
156.3231,9,1F
184.7923,10,1G
209.79252999999997,11,1F
192.07,8,1F
227.22,9,1G
235.75,10,1H
262.8251,14,1F
294.6418,15,1G
308.58682000000005,16,1H
416.34,11,1B
415.18,12,1B
436.29,13,1C
293.4672,9,1E
335.7536,10,1F
345.8675,11,1G
236.41,8,1F
280.02,9,1G
290.59,10,1H
511.5598,8,06
529.4406,9,05
548.41583,10,04
173.55,8,1F
233.83,9,1G
242.37,10,1H
717.8585,8,06
721.1030000000001,9,05
735.8276400000001,10,04
406.82,8,1F
421.07,9,1G
436.93,10,1H
343.86,8,1F
404.0,9,1G
423.11,10,1H
743.48,8,07
747.54,9,06
747.54,10,06
407.4989,8,1E
453.8489,9,1F
470.44852000000003,10,1G
359.3304,8,1A
351.9984,9,1B
355.5298,10,1C
458.52,7,1B
469.9,8,1C
481.69,9,1D
469.9032,7,01
481.3016,8,1A
488.28107,9,1B
409.75,7,1F
450.8,8,1E
462.18,9,1F
458.89,6,1F
470.7,7,1G
480.46,8,1H
297.54,6,1F
342.26,7,1G
350.79,8,1H
461.36,6,1E
479.66,7,1F
489.82,8,1G
273.15,6,1F
314.21,7,1G
320.71,8,1H
405.6655,22,1B
421.9086,7,1C
432.0771,8,1D
333.72,6,01
341.85,7,1A
350.39,8,1B
440.23,8,1F
485.35,7,1G
497.54,8,1H
324.78,7,1F
363.8,7,1G
372.75,8,1H
358.03,7,1F
370.71,8,1G
378.44,7,1H
372.3244,8,1E
417.04699999999997,9,1F
446.67862,7,1E
309.74,8,1F
356.08,9,1G
365.03,7,1H
434.13,8,1D
461.36,9,1E
461.36,7,1E
451.88,5,04
463.26,6,03
474.64,7,02
407.3,8,1F
452.42,9,1G
463.8,7,1H
328.89,8,1F
354.86,9,1G
362.18,7,1H
403.68,8,1F
419.94,9,1G
430.51,10,1H
454.47,5,01
465.85,6,1A
477.64,7,1B
404.86,5,03
415.03,6,02
425.59,7,01
410.5374,8,1D
412.9682,9,1E
421.499,7,1F
409.74,8,1D
419.9,9,1E
430.47,7,1F
421.11,6,1A
405.67,7,1B
414.21,6,1C
526.43,8,1A
521.12,9,1B
532.09,6,1C
293.89,8,1F
329.25,7,1G
337.38,6,1H
463.5,6,1F
473.97,7,1G
483.72,6,1H
401.71,8,1C
414.62,9,1D
423.15,10,1E
478.8161,6,1A
477.2093,7,1B
486.49062999999995,6,1C
437.63,6,02
422.75,7,01
431.69,6,1A
472.51,6,1B
466.66,7,1C
476.42,6,1D
341.44,4,1D
355.27,5,1E
362.58,6,1F
373.56,4,1C
388.6,5,1D
396.73,6,1E
386.56,8,1F
402.01,7,1G
412.18,6,1H
475.22,6,1B
487.02,7,1C
499.21,6,1D
345.11,8,1E
366.65,9,1F
376.0,10,1G
274.42,7,1F
300.37,8,1G
306.87,7,1H
313.7895,7,1D
325.171,8,1E
331.338,7,1F
306.47,6,1F
341.05,7,1G
348.37,6,1H
454.05,8,1D
472.34,7,1E
484.13,8,1F
286.56,7,1C
336.97,8,1D
349.58,9,1E
438.8521,10,1F
658.3657,11,1E
662.5834,12,1F
781.0,4,11
620.7398,4,03
307.2799,6,1F
361.7463,7,1G
375.22485,8,1H
445.51,10,1F
495.51,11,1G
506.08,12,1H
336.16,9,1D
372.75,10,1C
372.75,11,1C
729.227,5,12
758.5042,6,11
766.303,7,10
251.9071,10,1F
277.1112,11,1G
289.82812,12,1H
285.2482,10,1D
347.0276,11,1E
359.67667,12,1F
358.11,8,1A
367.05,9,1B
385.75,10,1C
302.44,7,1F
362.73,8,1G
379.8,9,1H
274.03,7,1F
310.15,8,1G
324.78,9,1H
372.17,10,1D
399.14,11,1E
413.78,12,1F
242.7,20,1F
271.95,7,1G
285.77,8,1H
256.058,9,1F
257.6854,10,1G
269.6186,11,1H
368.2559,16,1F
378.8237,7,1G
396.33994,8,1H
332.48400000000004,6,1F
345.4929,7,1G
363.0312,8,1H
251.0831,5,1F
255.1619,6,1G
267.08725,7,1H
315.63,15,1E
328.23,16,1F
344.9,7,1G
674.79,6,11
666.24,7,10
696.32,7,09
474.5828,10,1E
493.267,11,1F
513.0903,7,1G
261.6,7,1F
292.9,8,1G
332.33,7,1F
308.9176,8,1F
370.69699999999995,9,1G
384.15656,7,1H
428.42800000000005,6,1C
445.5048,7,1D
459.28387000000004,8,1E
648.7455,6,05
664.9989,7,04
691.9716,7,03
330.87,5,1E
350.79,6,1F
365.43,7,1G
465.8278,5,1C
484.5223,6,1D
504.36435,7,1E
339.0039,5,1E
352.8059,6,1F
367.09576,7,1G
381.2648,4,1B
394.2634,5,1C
408.5233,6,1D
705.04,5,06
687.79,6,05
713.8,7,04
531.6654,8,1E
529.2449,9,1F
549.0332599999999,6,1G
503.2065,5,1C
523.5387,6,1D
523.0304,7,1D
460.9456,5,1E
507.2853,6,1D
527.91815,7,1E
304.7049,9,1D
341.2802,10,1E
357.20706,11,1F
239.41,7,1F
291.03,8,1E
302.01,9,1F
213.7824,7,1F
320.3096,8,1E
328.9713,9,1F
368.64,20,1B
390.57,21,1C
408.87,22,1D
354.61,7,1F
361.76,8,1G
375.18,6,1H
374.7655,15,1C
389.4018,7,1D
405.27164,6,1E
559.25,7,1F
581.6,8,1G
601.52,7,1H
422.9798,5,1F
428.6757,6,1G
443.69452,6,1H
604.0229,8,06
628.4236,9,05
653.806,10,04
388.0628,5,01
434.0626,6,1A
433.29132000000004,7,1B
726.7989,3,11
744.69,4,10
774.8267,5,09
443.7446,9,01
461.6357,10,1A
461.1875,11,1A
238.857,9,1F
267.3056,10,1G
279.22943,11,1H
262.7846,9,1F
310.3256,10,1G
324.6682,11,1H
468.1247,9,03
468.9178,10,02
485.53365999999994,11,01
269.09,11,1E
276.0,12,1F
276.0,7,1F
332.09,13,1E
345.51,14,1F
362.99,7,1G
281.69,7,1F
315.43,8,1G
331.69,9,1H
318.23,9,1F
368.23,10,1G
383.27,11,1H
705.6221,4,11
461.05,9,03
477.43,10,02
494.91,11,01
352.04,3,05
357.3,4,04
374.37,5,03
312.18,6,1F
324.78,7,1G
331.69,8,1H
316.6014,5,1D
326.3555,6,1E
332.54193,7,1F
350.7459,5,1D
356.4418,6,1E
363.41193,7,1F
504.4013,5,09
483.2657,6,08
492.54114000000004,7,07
808.4779,5,08
771.882,6,07
787.3805,7,06
250.7329,5,1F
251.5672,6,1G
256.19012000000004,7,1H
240.3,5,1F
249.96,6,1G
255.24,7,1H
462.1198,5,1B
454.8274,6,1C
464.12015,7,1D
264.5452,5,1F
285.6808,6,1G
291.1041,7,1H
315.0,5,1D
338.57,6,1E
345.49,7,1F
414.1527,5,1F
417.3972,6,1G
425.92368,7,1H
258.8493,5,1D
272.6719,6,1E
278.09753,7,1F
453.9828,5,03
443.3944,6,02
451.9265,7,01
326.3452,5,1F
341.7746,6,1G
348.76926000000003,7,1H
276.1,5,1B
273.12,6,1C
278.81,7,1D
265.3589,5,1F
295.4555,6,1G
301.65134,7,1H
461.3061,5,08
461.3061,6,07
470.60287,7,06
314.9843,5,1F
334.4925,6,1G
342.29684,7,1H
321.4836,14,1C
334.4925,7,1D
342.29684,7,1E
340.9815,5,1F
354.8144,6,1G
363.41193,7,1H
352.3527,7,03
